X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,fix_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.67,space,1,2,0,2,0,1,,,,,,,,0.769
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.934,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,0.787,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,0.989,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,1.39,space,1,6,0,6,0,1,,,,,,,,0.774
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.158,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,1.166,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,0.726,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,0.693,space,1,10,0,10,0,1,,,,,,,,0.837
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,f,0,1.736,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,j,1,0.925,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,0.839,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,0.593,space,1,14,0,14,0,1,,,,,,,,0.827
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.425,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,0.559,space,1,16,0,16,0,1,,,,,,,,0.852
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,1.305,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,1.46,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.616,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,1.237,space,1,20,0,20,0,1,,,,,,,,0.705
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,0.653,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,1.774,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.66,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.201,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.868,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.065,space,1,2,0,2,0,1,,,,,,,,0.883
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.118,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.488,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.822,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.017,space,1,6,0,6,0,1,,,,,,,,0.707
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.158,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.819,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.6,space,1,9,0,9,0,1,,,,,,,,0.921
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.108,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,1.856,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.646,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.487,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.98,space,1,14,0,14,0,1,,,,,,,,1.102
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,2.089,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.624,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,1.252,space,1,17,0,17,0,1,,,,,,,,0.725
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.74,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,1.436,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.644,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.539,space,1,21,0,21,0,1,,,,,,,,0.874
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,1.687,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.653,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,0.93,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,0.641,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,f,0,0.903,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.366,space,1,3,0,3,0,1,,,,,,,,0.786
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,f,0,0.657,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,j,1,0.772,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,0.937,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,f,0,0.839,space,1,7,0,7,0,1,,,,,,,,1.175
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,0.942,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,j,1,0.719,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,j,1,1.021,space,1,10,0,10,0,1,,,,,,,,0.844
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,1.813,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,1.339,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,0.887,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,j,1,1.719,space,1,14,0,14,0,1,,,,,,,,0.732
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,j,1,1.107,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,j,1,1.601,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,0.659,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,j,1,0.636,space,1,18,0,18,0,1,,,,,,,,0.796
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,f,0,1.417,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,0.752,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,1,-0.241942619,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,f,0,1.532,space,1,21,0,21,0,1,,,,,,,,0.784
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,0.744,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,0.571,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,HK,1,1,2020-11-29_11h00.22.904,configural_featural,2020.2.4,MacIntel,60,1366,768,,,,,,,,,,,,,,,,,0,-0.241942619,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,f,0,2.107,,1,0,0,0,0,1,,,,,,,,
