X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,prePrac2_imgResp.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,prac_resp2.rt,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.477785,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,j,1,0.47371,,1,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.85403,,1,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,0.88572,space,1,31,0,31,0,1,0.620375,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,0.75098,,1,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.67011,space,1,33,0,33,0,1,0.57815,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,2.20747,,1,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,2.19925,,1,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.92708,,1,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,0.36895,space,1,37,0,37,0,1,0.66924,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.09704,,1,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.51946,space,1,39,0,39,0,1,0.61951,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,1.168245,,1,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,0.23599,,1,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,0.603,,1,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.829365,,1,43,0,43,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,j,1,0.838015,space,1,44,0,44,0,1,0.801555,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,j,1,0.86474,,1,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.745185,,1,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,0.78549,,1,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,6,2,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.626455,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.55194,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.52281,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.76775,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.50427,space,1,4,0,4,0,1,0.705155,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,0.789035,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.75238,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.35312,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.52323,,0,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,1.42026,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.850425,space,1,10,0,10,0,1,0.733545,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.556265,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.5234,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,0.42335,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.245935,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,0.373775,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.58332,space,1,16,0,16,0,1,0.801135,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.622365,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,f,0,0.71252,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.47308,space,1,19,0,19,0,1,0.77282,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,0.73964,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.220585,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.71859,space,1,22,0,22,0,1,0.719835,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,0.2901,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.253035,,1,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,1.36211,,1,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.639525,space,1,26,0,26,0,1,0.684135,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.6852,,1,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.6365,,1,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,1.672045,space,1,29,0,29,0,1,1.1417,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,7.289485,,1,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,1.054545,,1,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,0.629395,,1,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,0.51798,space,1,33,0,33,0,1,0.717725,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,0.461635,,1,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,0.72869,,1,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.30778,,1,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.61936,space,1,37,0,37,0,1,0.658975,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,f,1,0.66774,,1,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.530265,space,1,39,0,39,0,1,0.643145,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,0.58728,,1,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,j,0,0.41856,,1,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,1.15185,,1,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,0.180761727,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,0.27643,space,1,43,0,43,0,1,0.567945,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,0.62001,,1,44,0,44,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,0.63676,,1,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,0.636115,,1,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,0.180761727,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,1.50598,,1,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,WR,1,2,2021-01-06_23h09.31.682,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,7,3,1,feat_haus,Designs/instructions_haus_1234.png
