X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,prac_fix_resp_fast.rt,prac_resp2.rt,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text,fix_resp.rt
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,3.435665,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/edmd.png,conf_face,j,1,6.72088,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,2.8834,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/edmd.png,Stimuli/eimd.png,conf_face,j,1,12.902355,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/eumu.png,conf_face,j,1,5.930215,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/edmd.png,Stimuli/eumu.png,conf_face,f,0,1.21761,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eimd.png,Stimuli/eomu.png,conf_face,f,0,6.028975,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,3.106805,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,f,1,1.646855,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eimd.png,Stimuli/eumu.png,conf_face,j,1,0.6998,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,f,1,2.895295,,0,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/edmd.png,conf_face,j,1,0.85909,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/edmd.png,Stimuli/eomu.png,conf_face,f,0,1.434225,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,j,0,7.5506,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,j,0,25.59647,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/eomu.png,conf_face,f,0,2.747535,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/eumu.png,Stimuli/eumu.png,conf_face,j,0,3.93664,,0,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eimd.png,Stimuli/edmd.png,conf_face,f,0,0.52043,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/eimd.png,Stimuli/eimd.png,conf_face,f,1,1.91293,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/eomu.png,Stimuli/eomu.png,conf_face,f,1,29.344355,,0,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/edmd.png,Stimuli/edmd.png,conf_face,j,0,2.597705,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eomu.png,Stimuli/eimd.png,conf_face,j,1,0.465675,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/eumu.png,Stimuli/eimd.png,conf_face,f,0,0.85069,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,conf_face,Designs/instructions_face_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,f,0,11.57049,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,j,1,3.46368,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,1.658585,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,0.866045,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,1.63417,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,1.516055,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,f,0,1.046085,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,3.74,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,0.005585,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,0.130015,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,f,0,0.466745,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,1.179135,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,14.95812,space,0,12,0,12,0,1,,,,,,,,1.321615
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,f,1,4.39637,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,11.949715,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,8.495545,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,f,0,3.26131,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,j,1,2.18263,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,0.797445,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,f,0,1.64957,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,f,0,18.11125,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,f,0,0.20086,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,15.21288,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,0.74955,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,conf_haus,Designs/instructions_haus_1234.png,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,f,0,7.18589,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,0.23025,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.000325,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,1.163405,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,j,1,3.66451,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.19022,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,11.085055,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,0.249305,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,f,0,1.53061,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,j,1,0.000695,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,f,0,1.54806,,0,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.783985,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.28309,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,55.824215,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,2.830635,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,f,0,0.25708,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,f,0,0.98382,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,j,1,3.08314,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,0.218655,,0,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,f,0,1.628395,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,1,-0.179718871,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,0.29799,,0,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,f,0,13.35043,,1,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,f,0,1.23266,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,0,-0.179718871,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,1.079875,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,ak,2,1,2020-12-03_10h20.48.894,configural_featural,2020.2.4,Win32,60,1536,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,feat_face,Designs/instructions_face_1234.png,
