X Scale,Y Scale,key_resp_10.keys,key_resp_10.rt,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,prePrac2_fixResp.keys,prePrac2_fixResp.corr,prePrac2_imgResp.keys,prePrac2_imgResp.corr,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,pTrials_slow.thisRepN,pTrials_slow.thisTrialN,pTrials_slow.thisN,pTrials_slow.thisIndex,pTrials_slow.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_resp.rt,prac_fix_resp_fast.keys,prac_fix_resp_fast.corr,prac_resp2.keys,prac_resp2.corr,pTrials_fast.thisRepN,pTrials_fast.thisTrialN,pTrials_fast.thisN,pTrials_fast.thisIndex,pTrials_fast.ran,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,prac_resp2.rt,fix_switches,side,trial_type1S0D,target,probe,block_type,key_resp.keys,key_resp.corr,key_resp.rt,fix_resp.keys,fix_resp.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,fix_resp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,feat_haus,j,1,2.04514,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,feat_haus,f,0,5.930005,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,1.62407,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,feat_haus,f,0,1.84028,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,3.459535,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,3.96791,,0,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,j,0,3.635565,,1,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,2.96126,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,2.655325,,1,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,3.033145,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,2.286505,space,1,11,0,11,0,1,1.44984,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,feat_haus,f,0,2.114175,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,6.85095,,0,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,8.26975,,1,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,feat_haus,j,1,9.064215,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,f,1,5.977675,,1,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,feat_haus,f,1,10.744155,,0,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,feat_haus,j,0,3.0566,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,feat_haus,j,1,1.381815,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,feat_haus,f,0,1.08258,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,feat_haus,j,1,3.93784,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,feat_haus,f,1,1.569635,space,0,22,0,22,0,1,0.754675,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,feat_haus,j,0,1.7835,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,f,1,3.784945,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,j,0,1.67188,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f131.png,Stimuli/f24.png,feat_face,f,0,4.94706,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f24.png,Stimuli/f142.png,feat_face,f,0,1.041555,,1,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/f24.png,Stimuli/f15.png,feat_face,j,1,3.202405,,0,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,2.41753,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f15.png,Stimuli/f24.png,feat_face,j,1,0.975865,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/f142.png,Stimuli/f15.png,feat_face,f,0,3.85364,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,j,0,8.55473,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,3.784,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f142.png,Stimuli/f24.png,feat_face,j,1,4.118235,space,0,10,0,10,0,1,1.00203,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,1.22697,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f24.png,Stimuli/f131.png,feat_face,f,0,8.733185,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,f,1,3.20704,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,5.89866,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f142.png,Stimuli/f131.png,feat_face,f,0,3.46645,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/f15.png,Stimuli/f131.png,feat_face,j,1,5.353275,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f142.png,Stimuli/f142.png,feat_face,f,1,5.21796,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f15.png,Stimuli/f142.png,feat_face,j,1,6.572135,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/f131.png,Stimuli/f142.png,feat_face,f,0,4.188205,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f24.png,Stimuli/f24.png,feat_face,j,0,3.02243,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/f131.png,Stimuli/f15.png,feat_face,f,0,1.10156,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f15.png,Stimuli/f15.png,feat_face,j,0,7.89579,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/f131.png,Stimuli/f131.png,feat_face,f,1,5.11517,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,7.359195,,1,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,4.05642,,1,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,5.850735,,1,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,conf_haus,f,0,1.25011,,0,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,conf_haus,j,1,1.567845,,1,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,conf_haus,f,0,2.57016,,1,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,conf_haus,f,0,1.104125,,1,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,conf_haus,j,1,2.74397,,0,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,conf_haus,f,0,3.760145,,1,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.894785,,0,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,1.444505,,1,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,f,1,2.060095,,1,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,conf_haus,j,1,3.349315,,1,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,f,1,2.514645,,1,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,j,0,3.67608,,0,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,conf_haus,f,0,1.935825,,1,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,conf_haus,j,0,2.707665,,0,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,conf_haus,f,0,3.90325,,1,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,conf_haus,j,0,1.670925,,1,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,conf_haus,f,1,3.127875,,1,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,conf_haus,j,1,2.384885,,1,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,1,-0.221780734,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,conf_haus,j,1,1.93398,,0,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,conf_haus,f,0,2.218985,,1,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,0,-0.221780734,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,conf_haus,j,0,2.592665,,1,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ho,3,1,2020-11-30_15h05.25.402,configural_featural,2020.2.4,Win32,60,1366,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,conf_haus,Designs/instructions_haus_1234.png
