X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,f,0,0.684385,,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,j,1,0.4986,,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,j,1,1.16652,,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.581975,,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.91443,,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.58095,,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,f,0,2.197815,,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,0.473545,,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,0.431385,,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.439485,,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,1.466735,,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.99928,,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.55041,,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,1.35764,,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim0.png,,,,j,1,0.380795,,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,j,0,0.4164,,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.55403,,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,0,Stimuli/H-8sim2.png,Stimuli/H-8sim1.png,,,,f,0,0.498685,,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim1.png,,,,f,0,0.564875,,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.565995,,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.465215,,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,f,0,0.465305,,26,0,26,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim3.png,,,,j,1,0.73822,,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.600055,,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,j,1,0.483585,,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.456865,,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim2.png,Stimuli/H-8sim0.png,,,,j,1,0.41431,,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.440735,,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,0.399285,,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim1.png,,,,j,1,0.650135,,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.499375,,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.439615,,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim2.png,,,,j,1,0.68442,,37,0,37,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim0.png,,,,f,0,1.09838,,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim3.png,Stimuli/H-8sim2.png,,,,j,1,0.498315,,39,0,39,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim3.png,Stimuli/H-8sim3.png,,,,f,1,0.63233,,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,1,Stimuli/H-8sim1.png,Stimuli/H-8sim1.png,,,,f,1,0.505605,,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim0.png,Stimuli/H-8sim2.png,,,,f,0,0.871445,,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H-8sim2.png,Stimuli/H-8sim3.png,,,,f,0,0.614205,,43,0,43,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,f,1,0.42444,,44,0,44,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim0.png,Stimuli/H-8sim0.png,,,,f,1,0.683605,,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H-8sim1.png,Stimuli/H-8sim3.png,,,,j,1,0.648435,,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H-8sim2.png,Stimuli/H-8sim2.png,,,,j,0,1.672635,,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,conf_haus,Designs/instructions_haus_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,1,3.108195,,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.407315,,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,1,0.498245,,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f142.png,Stimuli/f15.png,,,,f,0,0.4824,,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.44819,,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.565835,,5,0,5,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.816995,,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.417535,,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f24.png,Stimuli/f142.png,,,,j,1,0.38562,,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.434085,,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.798605,,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f131.png,Stimuli/f24.png,,,,j,1,0.354635,,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.47423,,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,0.332775,,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,0.448955,,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,j,0,1.084885,,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f131.png,Stimuli/f142.png,,,,j,1,0.43076,,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.529895,,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.449175,,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.633955,,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,f,1,0.316045,,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f15.png,Stimuli/f142.png,,,,j,1,0.40446,,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f131.png,Stimuli/f15.png,,,,j,1,0.59875,,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.40487,,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.43184,,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.518335,,25,0,25,0,1,,,,,,,,
