X Scale,Y Scale,prePrac1Resp.keys,prePrac1Resp.corr,prePrac1Resp.rt,key_resp_10.keys,key_resp_10.corr,key_resp_10.rt,key_resp_13.keys,key_resp_13.corr,key_resp_13.rt,pfix_switches,Pside,ptrial_type1S0D,ptarget,pprobe,prac_resp.keys,prac_resp.corr,prac_resp.rt,prac_fix_resp.keys,prac_fix_resp.corr,pTrials.thisRepN,pTrials.thisTrialN,pTrials.thisN,pTrials.thisIndex,pTrials.ran,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_fix_resp.rt,fix_switches,side,trial_type1S0D,target,probe,key_resp_3.keys,key_resp_4.keys,key_resp_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp_6.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp_6.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,Block_type,instruction_text
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f24.png,Stimuli/f15.png,,,,j,1,0.386815,,26,0,26,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f142.png,Stimuli/f15.png,,,,j,1,0.981075,,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f24.png,Stimuli/f142.png,,,,j,1,0.401535,,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.471145,,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.314995,,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.450335,,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f142.png,Stimuli/f131.png,,,,j,1,0.38445,,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,0.364655,,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f15.png,Stimuli/f24.png,,,,j,1,0.47017,,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f15.png,Stimuli/f15.png,,,,f,1,0.504675,,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.28096,,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f142.png,Stimuli/f24.png,,,,j,1,0.49983,,37,0,37,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f131.png,Stimuli/f24.png,,,,j,1,0.536605,,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.398025,,39,0,39,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/f131.png,Stimuli/f131.png,,,,f,1,0.452665,,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/f142.png,Stimuli/f131.png,,,,f,0,0.55069,,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,1,Stimuli/f142.png,Stimuli/f142.png,,,,f,1,0.42329,,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,0,Stimuli/f15.png,Stimuli/f131.png,,,,j,1,0.38993,,43,0,43,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,0.702435,,44,0,44,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,1,Stimuli/f24.png,Stimuli/f24.png,,,,j,0,0.50077,,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f24.png,Stimuli/f131.png,,,,j,1,0.482565,,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/f15.png,Stimuli/f142.png,,,,j,1,0.38839,,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,0,2,2,2,1,feat_face,Designs/instructions_face_1234.png
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,1.064365,,0,0,0,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.614725,,1,0,1,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,f,0,0.448025,,2,0,2,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,1,0.53218,,3,0,3,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,0.401235,,4,0,4,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,j,0,0.654575,space,5,0,5,0,1,0.008265,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.49796,,6,0,6,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.40131,,7,0,7,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,j,1,0.44734,,8,0,8,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H8sim0.png,Stimuli/H6sim0.png,,,,j,1,0.73279,,9,0,9,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,j,1,0.316205,,10,0,10,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,j,0,0.33125,,11,0,11,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,j,0,0.320915,,12,0,12,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.797595,,13,0,13,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.45157,,14,0,14,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.50023,,15,0,15,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.29796,,16,0,16,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,1,0.315115,,17,0,17,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.332425,,18,0,18,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.20402,,19,0,19,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,j,1,0.85795,,20,0,20,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.29874,,21,0,21,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.49777,,22,0,22,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.49784,,23,0,23,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.45038,,24,0,24,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.39797,,25,0,25,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H6sim0.png,Stimuli/H5sim0.png,,,,j,1,0.431565,,26,0,26,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,0.323595,,27,0,27,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.556995,,28,0,28,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H8sim0.png,Stimuli/H5sim0.png,,,,j,1,0.48132,,29,0,29,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.44892,,30,0,30,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H5sim0.png,Stimuli/H6sim0.png,,,,j,1,0.616105,,31,0,31,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H8sim0.png,Stimuli/H7sim0.png,,,,j,1,0.331925,,32,0,32,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H6sim0.png,Stimuli/H8sim0.png,,,,f,0,0.44859,,33,0,33,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.33326,,34,0,34,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.669185,,35,0,35,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H7sim0.png,Stimuli/H5sim0.png,,,,j,1,0.317815,,36,0,36,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.497485,,37,0,37,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,1,Stimuli/H8sim0.png,Stimuli/H8sim0.png,,,,f,1,0.45388,,38,0,38,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,0,Stimuli/H7sim0.png,Stimuli/H8sim0.png,,,,j,1,0.3146,,39,0,39,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,1,-0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.367745,,40,0,40,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H7sim0.png,Stimuli/H6sim0.png,,,,j,1,0.43663,,41,0,41,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,1,Stimuli/H7sim0.png,Stimuli/H7sim0.png,,,,f,1,0.365755,,42,0,42,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H5sim0.png,Stimuli/H5sim0.png,,,,f,1,0.31531,,43,0,43,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H5sim0.png,Stimuli/H7sim0.png,,,,j,1,0.414935,,44,0,44,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,0.1622271,0,Stimuli/H5sim0.png,Stimuli/H8sim0.png,,,,j,1,0.73132,,45,0,45,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,1,Stimuli/H6sim0.png,Stimuli/H6sim0.png,,,,f,1,0.54953,,46,0,46,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,0,-0.1622271,0,Stimuli/H6sim0.png,Stimuli/H7sim0.png,,,,j,1,0.33603,,47,0,47,0,1,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,sophie,1,2,2020-10-30_18h41.42.132,configural_featural,2020.2.4,MacIntel,60,1792,1120,,,,,,,,,,,,,,,,,,,,0,3,3,3,1,feat_haus,Designs/instructions_haus_1234.png
