X Scale,Y Scale,hand_hold_resp.keys,hand_hold_resp.corr,hand_hold_resp.rt,fixpR1,prac_resp.keys,prac_resp.corr,prac_fix_resp.keys,prac_fix_resp.corr,prac_trials_run1.thisRepN,prac_trials_run1.thisTrialN,prac_trials_run1.thisN,prac_trials_run1.thisIndex,prac_trials_run1.ran,runID,imgID,stimLabel,imFile,corr,side,participant,design,position,date,expName,psychopyVersion,OS,frameRate,xResolution,yResolution,prac_resp.rt,fixR1,fix_resp1_1.keys,trial_resp.keys,trial_resp.corr,trial_resp.rt,fix_resp_2.keys,trials_run1.thisRepN,trials_run1.thisTrialN,trials_run1.thisN,trials_run1.thisIndex,trials_run1.ran,fixpR2,fix_respP2_1.keys,prac_trials_run2.thisRepN,prac_trials_run2.thisTrialN,prac_trials_run2.thisN,prac_trials_run2.thisIndex,prac_trials_run2.ran,fixR2,fix_resp2_1.keys,trials_run2.thisRepN,trials_run2.thisTrialN,trials_run2.thisN,trials_run2.thisIndex,trials_run2.ran,trials_run3.thisRepN,trials_run3.thisTrialN,trials_run3.thisN,trials_run3.thisIndex,trials_run3.ran,trials_run4.thisRepN,trials_run4.thisTrialN,trials_run4.thisN,trials_run4.thisIndex,trials_run4.ran
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,0.727245,,,,,,,,,,,,,,1,,4,0,16,2,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,0,3.847295,,,,,,,,,,,,,,0,,4,1,17,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,0,0.782335,,,,,,,,,,,,,,0,,4,2,18,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,2.36614,,,,,,,,,,,,,,0,,4,3,19,3,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,6.401215,,,,,,,,,,,,,,1,,5,0,20,2,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,1.4628,,,,,,,,,,,,,,1,,5,1,21,1,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,0.668785,,,,,,,,,,,,,,1,,5,2,22,3,1,,,,,,,,,,
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,0.56134,,,,,,,,,,,,,,0,,5,3,23,0,1,,,,,,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,1,3.57747,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,0,1.23466,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,0,1.36284,,,,,,,,,,,,,,,,,,,,,0,2,2,3,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,3.98148,,,,,,,,,,,,,,,,,,,,,0,3,3,2,1,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,1,0.59119,,,,,,,,,,,,,,,,,,,,,1,0,4,0,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,0,0.734205,,,,,,,,,,,,,,,,,,,,,1,1,5,1,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,0,10.145405,,,,,,,,,,,,,,,,,,,,,1,2,6,3,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,7.29641,,,,,,,,,,,,,,,,,,,,,1,3,7,2,1,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,1,0.864215,,,,,,,,,,,,,,,,,,,,,2,0,8,0,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,0,0.54796,,,,,,,,,,,,,,,,,,,,,2,1,9,1,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,0,1.60738,,,,,,,,,,,,,,,,,,,,,2,2,10,3,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,15.3535,,,,,,,,,,,,,,,,,,,,,2,3,11,2,1,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,1,0.74763,,,,,,,,,,,,,,,,,,,,,3,0,12,0,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,0.74742,,,,,,,,,,,,,,,,,,,,,3,1,13,2,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,0,0.715795,,,,,,,,,,,,,,,,,,,,,3,2,14,1,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,0,0.98105,,,,,,,,,,,,,,,,,,,,,3,3,15,3,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,0.760615,,,,,,,,,,,,,,,,,,,,,4,0,16,2,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,0,1.018985,,,,,,,,,,,,,,,,,,,,,4,1,17,3,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,0,2.15515,,,,,,,,,,,,,,,,,,,,,4,2,18,1,1,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,1,1.157755,,,,,,,,,,,,,,,,,,,,,4,3,19,0,1,,,,,
,,,,,,,,,,,,,,,1,7,largeSincon,Stimuli/SofH2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,7.33168,,,,,,,,,,,,,,,,,,,,,5,0,20,3,1,,,,,
,,,,,,,,,,,,,,,1,3,largeHincon,Stimuli/HofS2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,1,,j,1,0.857805,,,,,,,,,,,,,,,,,,,,,5,1,21,1,1,,,,,
,,,,,,,,,,,,,,,1,5,largeScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,f,1,1.211325,,,,,,,,,,,,,,,,,,,,,5,2,22,2,1,,,,,
,,,,,,,,,,,,,,,1,1,largeHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,0,,j,1,0.602855,,,,,,,,,,,,,,,,,,,,,5,3,23,0,1,,,,,
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,21.008275,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,1,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,14.51828,,,,,,,,,,,,,,1,,,,,,,,,,,,0,1,1,0,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,3.870105,,,,,,,,,,,,,,0,,,,,,,,,,,,0,2,2,2,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,2.20728,,,,,,,,,,,,,,0,,,,,,,,,,,,0,3,3,3,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,7.949275,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,4,0,1
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,0,2.2976,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,5,1,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,7.868005,,,,,,,,,,,,,,1,,,,,,,,,,,,1,2,6,2,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,16.913565,,,,,,,,,,,,,,1,,,,,,,,,,,,1,3,7,3,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,6.060575,,,,,,,,,,,,,,1,,,,,,,,,,,,2,0,8,3,1
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,2.89589,,,,,,,,,,,,,,0,,,,,,,,,,,,2,1,9,1,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,7.627905,,,,,,,,,,,,,,0,,,,,,,,,,,,2,2,10,0,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,1.510415,,,,,,,,,,,,,,0,,,,,,,,,,,,2,3,11,2,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,0.79926,,,,,,,,,,,,,,0,,,,,,,,,,,,3,0,12,2,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,0.651675,,,,,,,,,,,,,,0,,,,,,,,,,,,3,1,13,0,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,1.014065,,,,,,,,,,,,,,0,,,,,,,,,,,,3,2,14,3,1
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,0,0.760375,,,,,,,,,,,,,,1,,,,,,,,,,,,3,3,15,1,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,0.49812,,,,,,,,,,,,,,0,,,,,,,,,,,,4,0,16,0,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,0.66238,,,,,,,,,,,,,,0,,,,,,,,,,,,4,1,17,3,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,0.66927,,,,,,,,,,,,,,0,,,,,,,,,,,,4,2,18,2,1
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,0,1.81941,,,,,,,,,,,,,,0,,,,,,,,,,,,4,3,19,1,1
,,,,,,,,,,,,,,,2,5,smallScongr,Stimuli/SofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,0,0.681905,,,,,,,,,,,,,,1,,,,,,,,,,,,5,0,20,2,1
,,,,,,,,,,,,,,,2,1,smallHcongr,Stimuli/HofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,8.211985,,,,,,,,,,,,,,0,,,,,,,,,,,,5,1,21,0,1
,,,,,,,,,,,,,,,2,7,smallSincon,Stimuli/HofS2.jpg,f,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,f,1,0.73356,,,,,,,,,,,,,,0,,,,,,,,,,,,5,2,22,3,1
,,,,,,,,,,,,,,,2,3,smallHincon,Stimuli/SofH2.jpg,j,left,ak,3,1,2020-12-03_11h02.43.004,global_local,2020.2.4,Win32,60,1536,864,,,,j,1,0.762725,,,,,,,,,,,,,,0,,,,,,,,,,,,5,3,23,1,1
